3,267.857142857143,8,5,3
4,174,12,9,3
5,163.75,13,9,4
6,141,15,11,4
7,119.428571428571,15,10,5
8,146.933333333333,16,11,5
9,123.941176470588,18,14,4
10,100.307692307692,14,10,4
11,99.1176470588235,18,12,6
12,124.6,16,12,4
13,90.0714285714286,15,11,4
14,117.625,17,13,4
15,88.2,21,16,5
16,114.769230769231,14,10,4
17,127.142857142857,15,10,5
18,103,14,10,4
19,95.2,16,12,4
20,101.666666666667,16,12,4
